                         title;              KiB;              MiB;  check;         min (us);         max (us);         med (us);        mean (us);               CV;              MRR;            MiB/s
                      memcpy_C;        20480.000;           20.000;   PASS;          996.918;         1116.961;         1106.750;         1100.488;            1.860;            0.120;           19.592
                 memcpy_openmp;        20480.000;           20.000;   PASS;         1432.964;         1524.183;         1503.147;         1471.958;            2.473;            0.064;           13.630
                 memcpy_memcpy;        20480.000;           20.000;   PASS;         1021.179;         1046.726;         1033.418;         1033.044;            0.580;            0.025;           19.126
                    memcpy_asm;        20480.000;           20.000;   PASS;         2827.379;         2859.482;         2836.626;         2836.463;            0.209;            0.011;            6.908
                 memcpy_SSE_u1;        20480.000;           20.000;   PASS;         1639.590;         1654.471;         1645.366;         1646.021;            0.179;            0.009;           11.912
                 memcpy_SSE_u2;        20480.000;           20.000;   PASS;         1632.101;         1658.926;         1642.380;         1643.454;            0.289;            0.016;           11.967
                 memcpy_SSE_u4;        20480.000;           20.000;   PASS;         1641.268;         1651.947;         1645.573;         1646.077;            0.132;            0.007;           11.900
                 memcpy_SSE_u8;        20480.000;           20.000;   PASS;         1638.406;         1648.233;         1644.409;         1644.254;            0.117;            0.006;           11.921
              memcpy_SSE_u8_nt;        20480.000;           20.000;   PASS;         1105.393;         1121.480;         1115.029;         1114.029;            0.431;            0.015;           17.669
                 memcpy_AVX_u1;        20480.000;           20.000;   PASS;         1634.889;         1650.274;         1641.948;         1641.753;            0.182;            0.009;           11.947
                 memcpy_AVX_u2;        20480.000;           20.000;   PASS;         1640.102;         1650.802;         1644.915;         1645.026;            0.182;            0.007;           11.909
                 memcpy_AVX_u4;        20480.000;           20.000;   PASS;         1637.791;         1657.026;         1642.660;         1642.969;            0.208;            0.012;           11.925
                 memcpy_AVX_u8;        20480.000;           20.000;   PASS;         1621.500;         1636.221;         1627.274;         1628.003;            0.182;            0.009;           12.045
              memcpy_AVX_u8_nt;        20480.000;           20.000;   PASS;         1110.825;         1123.009;         1117.606;         1117.225;            0.302;            0.011;           17.583
                memcpy_AVX_u16;        20480.000;           20.000;   PASS;         1686.007;         1703.109;         1696.682;         1695.973;            0.213;            0.010;           11.584
             memcpy_AVX_u16_nt;        20480.000;           20.000;   PASS;         1253.092;         1270.166;         1260.886;         1261.056;            0.360;            0.014;           15.586
